"","X","FOLIOVIV","FOLIOHOG","tam_loc","sexo_jefe","edad_jefe","educa_jefe","tot_integ","p12_64","p65mas","remesas","ing_cor","int0a12","int12a64","int65a98","depdemog","muj12a49","tot_per","ltot_per","p_esc3","p_esc5b","trab_sub","trab_ind","trab_s_pago","seg_alim2","seg_alim3","seg_alim_a","seg_pop","ss","jtrab_ind","ssjtrabind","con_remesas","viv_prop","viv_rent","tot_cuar","bao13","piso_fir","piso_rec","combustible","sin_refri","sin_vehi","sin_compu","sin_vidvd","sin_telef","sin_horno","factor","rururb","tamhogesc","ict","ictpc","finalMemb_rur"
"34615",34615,2760604709,1,4,1,47,3,4,4,0,0,25873.42,0,4,0,0,1,4,1.38629436111989,0,1,1,0,0,0,0,0,3,4,0,0,0,1,0,3,0,1,0,1,0,1,1,1,1,1,419,1,3.4004,6755.2087972,1987.29831702153,4
"34616",34616,2760604710,1,4,2,28,3,4,1,0,0,9958.98,3,1,0,3,1,4,1.38629436111989,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,4,0,1,0,1,0,1,1,1,1,1,419,1,3.174,1640.11507848,517.419369401386,3
"34617",34617,2760604711,1,4,1,32,6,3,2,0,0,19954.39,1,2,0,0.5,1,3,1.09861228866811,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,1,0,1,1,1,1,1,419,1,2.7272,5725.61676624,2100.08212314462,5
"34618",34618,2760604712,1,4,2,67,3,6,3,2,0,37067.16,1,3,2,1,3,6,1.79175946922805,0,1,1,0,0,0,0,0,4,2,0,0,0,1,0,3,0,1,0,1,0,1,1,1,1,1,419,1,5.4544,10879.05730094,1995.36368820402,3
"34619",34619,2760604814,1,4,1,41,8,5,4,1,0,59326.19,0,4,1,0.25,2,5,1.6094379124341,1,0,1,0,0,0,0,0,4,3,0,0,0,1,0,4,0,1,0,0,0,1,1,1,1,1,419,1,4.7162,16237.0300596,3443.6084685976,1
"34620",34620,2760604815,1,4,1,30,8,5,2,0,0,18097.81,3,2,0,1.5,1,5,1.6094379124341,0,1,1,0,0,0,0,0,5,1,0,0,0,1,0,3,1,1,0,1,0,1,1,1,1,0,419,1,4.1334,3885.44960115,940.771036229254,3
"34621",34621,2760604816,1,4,1,39,6,4,2,0,0,7870.22,2,2,0,1,1,4,1.38629436111989,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,4,0,1,0,1,0,1,1,1,1,1,419,1,3.4654,1668.06903677,482.061071382813,3
"34622",34622,2760604817,1,4,1,77,3,2,1,1,0,11212.55,0,1,1,1,0,2,0.693147180559945,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,419,1,1.989,2454.71747023,1234.64377588235,5
"34623",34623,2760604818,1,4,1,25,8,3,2,0,0,20773.73,1,2,0,0.5,1,3,1.09861228866811,0,1,1,1,0,0,0,0,3,1,0,0,0,1,0,2,0,1,0,0,1,1,1,1,1,0,419,1,2.6921,5843.87074627,2171.37656337803,3
"34624",34624,2760604919,1,4,2,61,6,1,1,0,0,7463.37,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,4,0,1,0,1,1,1,1,1,1,1,419,1,1,2025.63369918,2025.63369918,5
"34625",34625,2760604920,1,4,1,28,10,4,2,0,0,20630.4,2,2,0,1,1,4,1.38629436111989,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,1,0,419,1,3.4303,6099.33947373,1778.7860460397,3
"34626",34626,2760604921,1,4,1,52,4,3,3,0,0,27729.02,0,3,0,0,1,3,1.09861228866811,0,1,1,1,0,1,0,0,3,1,1,1,0,1,0,3,0,1,0,1,0,1,0,1,1,0,419,1,2.9835,7561.7225336,2535.17882808782,1
"34627",34627,2760604922,1,4,1,55,6,2,2,0,0,32649.22,0,2,0,0,0,2,0.693147180559945,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,4,1,1,0,0,0,1,1,0,1,1,419,1,1.989,8900.00786471,4475.11154585721,5
"34628",34628,2760604923,1,4,1,63,3,4,4,0,0,10781.95,0,4,0,0,0,4,1.38629436111989,1,0,2,1,1,0,1,1,4,1,1,1,0,1,0,4,0,1,0,1,0,1,0,1,1,0,419,1,3.6892,2763.98487679,749.938760921067,1
"34629",34629,2760604924,1,4,1,57,3,1,1,0,0,10734.61,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,419,1,1,2669.23294688,2669.23294688,5
"34630",34630,2760648001,1,4,1,60,3,4,3,1,0,24382.25,0,3,1,0.333333333333333,2,4,1.38629436111989,0,0,2,0,0,0,0,0,3,1,0,0,0,1,0,3,0,0,1,0,0,1,1,1,1,1,337,1,3.978,6196.19696924,1558.36474842634,1
"34631",34631,2760648002,1,4,1,36,10,4,2,0,0,32755.94,2,2,0,1,1,4,1.38629436111989,0,1,1,0,0,1,1,0,0,4,0,0,0,1,0,3,1,0,1,1,0,0,1,1,1,1,337,1,3.4303,9979.67457501,2909.98014022389,4
"34632",34632,2760648004,1,4,2,53,6,2,2,0,0,27150.98,0,2,0,0,1,2,0.693147180559945,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,3,1,0,1,0,0,1,1,1,1,0,337,1,1.989,6278.40170687,3157.05917891905,5
"34633",34633,2760648005,1,4,2,59,3,3,3,0,0,20446.1,0,3,0,0,1,3,1.09861228866811,0,1,1,1,1,0,0,0,2,1,0,0,0,1,0,3,1,0,1,1,0,0,1,1,1,0,337,1,2.6947,4591.66478131,1704.59029996289,1
"34634",34634,2760648206,1,4,2,32,8,1,1,0,0,11599.66,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,1,1,337,1,1,2966.71847475,2966.71847475,5
"34635",34635,2760648207,1,4,1,43,4,1,1,0,0,11355.25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,5,0,1,0,0,0,1,1,1,1,1,337,1,1,2643.81458795,2643.81458795,5
"34636",34636,2760648208,1,4,1,39,6,5,3,0,0,21723.63,2,3,0,0.666666666666667,1,5,1.6094379124341,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,4,0,1,0,1,0,0,1,0,1,0,337,1,4.1685,5795.55907968,1391.08254280437,3
"34637",34637,2760648209,1,4,1,45,6,4,4,0,0,32771.93,0,4,0,0,2,4,1.38629436111989,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,337,1,3.6892,8919.25941209,2418.39656621761,4
"34638",34638,2760648214,1,4,2,45,6,3,2,0,0,18412.02,1,2,0,0.5,2,3,1.09861228866811,0,1,1,1,0,0,0,0,3,0,1,0,0,1,0,4,0,1,0,0,0,1,1,1,1,1,337,1,2.6921,5045.25142095,1874.72364360536,1
"34639",34639,2760648215,1,4,2,49,6,5,3,0,0,41967.82,2,3,0,0.666666666666667,2,5,1.6094379124341,0,0,1,2,1,1,1,1,3,1,1,1,0,1,0,4,0,1,0,1,0,1,1,1,1,0,337,1,4.136,11862.81492097,2868.94364626934,1
"34640",34640,2760648216,1,4,1,27,10,2,2,0,0,49897.77,0,2,0,0,1,2,0.693147180559945,0,1,2,0,1,1,0,1,1,2,0,0,0,0,1,4,0,0,1,0,0,1,0,1,1,1,337,1,1.989,15798.98553446,7943.67749344394,5
"34641",34641,2760648217,1,4,2,49,6,2,2,0,0,21958.56,0,2,0,0,0,2,0.693147180559945,0,0,1,1,0,0,0,0,2,1,1,1,0,1,0,6,0,0,1,1,0,1,1,0,1,0,337,1,1.989,5866.44453343,2949.94144466063,5
"34642",34642,2760648321,1,4,1,59,4,3,3,0,0,10564.82,0,3,0,0,1,3,1.09861228866811,1,0,0,1,0,0,0,0,3,0,1,0,0,1,0,5,0,1,0,1,1,1,1,1,1,0,337,1,2.9835,1855.81273746,622.690208634154,1
"34643",34643,2760648410,1,4,2,33,8,3,2,0,0,12892.05,1,2,0,0.5,1,3,1.09861228866811,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,3,0,1,0,1,1,1,1,1,1,1,337,1,2.7272,3372.95194611,1237.41535131637,3
"34644",34644,2760648411,1,4,1,46,6,6,5,0,0,21979.13,1,5,0,0.2,3,6,1.79175946922805,0,0,1,1,0,0,0,1,5,1,1,1,0,1,0,5,0,1,0,1,0,0,1,0,1,1,337,1,5.3868,5788.61920091,1075.40766334559,2
"34645",34645,2760648412,1,4,2,43,6,2,1,1,0,8246.6,0,1,1,1,1,2,0.693147180559945,0,0,0,1,0,1,1,1,2,0,1,0,0,0,0,4,0,1,0,1,0,1,1,1,1,0,337,1,1.989,1538.61821366,774.060942011061,5
"34646",34646,2760648413,1,4,1,42,6,4,2,0,0,18490.69,2,2,0,1,1,4,1.38629436111989,1,0,1,0,0,0,0,0,0,4,0,0,0,1,0,4,0,1,0,1,1,1,1,0,1,1,337,1,3.4654,4485.71174072,1295.13970702372,4
"34647",34647,2760652501,1,4,2,77,1,4,3,1,0,27108.78,0,3,1,0.333333333333333,1,4,1.38629436111989,0,0,1,1,0,1,1,1,2,0,1,0,0,0,0,6,0,1,0,0,0,1,1,0,1,1,340,1,3.978,8114.83958113,2040.67812496983,1
"34648",34648,2760652502,1,4,1,76,4,4,3,1,0,44251.03,0,3,1,0.333333333333333,3,4,1.38629436111989,0,0,3,1,0,0,0,0,1,2,0,0,0,1,0,4,0,1,0,1,0,1,1,0,1,1,340,1,3.978,12418.04509173,3122.42913316491,4
"34649",34649,2760652503,1,4,1,83,4,2,0,2,0,13141.66,0,0,2,0,0,2,0.693147180559945,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,6,0,1,0,0,0,1,1,1,1,0,340,1,1.989,3094.00695433,1556.05628674208,5
"34650",34650,2760652504,1,4,1,53,2,4,4,0,0,30192.02,0,4,0,0,1,4,1.38629436111989,1,0,3,1,0,0,0,0,2,0,0,0,0,1,0,5,0,1,0,1,0,1,1,0,1,0,340,1,3.978,7883.41565631,1982.50217604575,1
"34651",34651,2760652607,1,4,1,56,3,2,2,0,0,17864.35,0,2,0,0,0,2,0.693147180559945,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3,0,1,0,1,1,1,1,1,1,1,340,1,1.989,4824.59350036,2426.13499263952,5
"34652",34652,2760652608,1,4,2,54,3,1,1,0,0,18036.09,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,4,0,0,1,0,0,1,1,1,1,1,340,1,1,4803.08800708,4803.08800708,5
"34653",34653,2760652609,1,4,1,74,1,2,0,2,147.54,7701.8,0,0,2,0,0,2,0.693147180559945,0,0,0,1,0,1,1,1,2,0,1,0,1,1,0,2,0,1,0,0,0,1,1,1,1,1,340,1,1.989,1766.13823103,888.450091015586,5
"34654",34654,2760652610,1,4,1,32,4,4,2,0,0,18978.67,2,2,0,1,1,4,1.38629436111989,0,0,2,0,0,1,1,1,4,0,0,0,0,1,0,2,0,1,0,1,0,1,1,1,1,1,340,1,3.4303,5520.32634472,1609.99231691689,3
"34655",34655,2760652612,1,4,2,64,1,6,4,0,5655.72,23929.68,2,4,0,0.5,1,6,1.79175946922805,0,0,1,0,0,0,0,0,6,0,0,0,1,1,0,3,0,1,0,0,0,1,1,1,1,1,340,1,5.1981,6928.97321847,1333.78952280064,2
"34656",34656,2760652713,1,4,2,31,10,5,3,0,0,1020850.78,2,3,0,0.666666666666667,2,5,1.6094379124341,0,0,1,1,0,0,0,0,5,1,1,1,0,1,0,6,1,0,1,0,0,0,0,0,1,0,340,1,4.2036,342726.39957473,81532.4015545556,1
"34657",34657,2760652714,1,4,1,53,3,3,3,0,0,89436.86,0,3,0,0,0,3,1.09861228866811,1,0,2,1,0,0,0,0,1,3,0,0,0,1,0,4,1,0,1,0,0,0,1,1,1,0,340,1,2.9835,25487.88098481,8543.61135740238,4
"34658",34658,2760652715,1,4,1,40,6,5,2,0,0,48245.16,3,2,0,1.5,1,5,1.6094379124341,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,340,1,4.1685,14580.79404928,3498.61162271321,4
"34659",34659,2760652718,1,4,1,28,6,7,3,0,0,14293.88,3,3,0,1,1,6,1.79175946922805,0,1,1,0,0,0,0,0,5,0,0,0,0,1,0,2,0,1,0,1,0,1,1,0,1,0,340,1,5.5773,3859.88255649,692.890799578649,3
"34660",34660,2760652819,1,4,2,45,4,5,4,0,0,34399.66,1,4,0,0.25,2,5,1.6094379124341,1,0,1,1,0,0,0,0,4,0,0,0,0,1,0,4,0,0,1,1,0,1,1,1,1,1,340,1,4.4274,9743.83749534,2201.57765174595,1
"34661",34661,2760652820,1,4,1,49,8,5,5,0,0,53114.73,0,5,0,0,3,5,1.6094379124341,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,5,0,0,1,1,0,1,1,1,1,1,340,1,4.6837,14405.36229533,3076.42376653714,4
"34662",34662,2760652821,1,4,1,47,3,3,3,0,0,25077.02,0,3,0,0,0,3,1.09861228866811,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,3,0,1,0,1,0,1,0,0,1,1,340,1,2.4059,6953.69253364,2890.85100529532,5
"34663",34663,2760652822,1,4,1,58,3,2,2,0,0,21909.82,0,2,0,0,0,2,0.693147180559945,0,0,2,0,0,1,1,1,1,0,0,0,0,1,0,3,0,1,0,1,0,1,1,1,1,1,340,1,1.989,6032.72033448,3033.53913246858,5
"34664",34664,2760652823,1,4,1,28,6,3,2,0,0,26680.32,1,2,0,0.5,1,3,1.09861228866811,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,4,0,1,0,1,1,1,1,0,1,1,340,1,2.7272,7150.16052597,2622.42876428938,5
"34665",34665,2760801001,1,4,1,52,4,4,4,0,0,5377.67,0,4,0,0,2,4,1.38629436111989,1,0,0,2,0,0,1,1,4,0,1,0,0,1,0,4,0,1,0,1,1,1,1,1,1,1,343,1,3.6892,862.83145449,234.609306757563,1
"34666",34666,2760801003,1,4,1,58,1,3,3,0,0,10026.76,0,3,0,0,2,3,1.09861228866811,0,0,1,1,0,1,1,1,2,1,0,0,0,1,0,2,0,1,0,1,0,1,1,1,1,1,343,1,2.9835,2268.26827428,760.935737985587,5
"34667",34667,2760801004,1,4,1,40,4,4,2,0,0,14142.89,2,2,0,1,1,4,1.38629436111989,1,0,1,1,0,1,1,1,4,0,0,0,0,1,0,3,0,1,0,1,0,1,1,1,1,1,343,1,3.4654,3604.65446235,1040.89567217349,3
"34668",34668,2760801005,1,4,2,104,1,3,2,1,0,15016.43,0,2,0,0,1,2,0.693147180559945,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,4,0,1,0,1,1,1,1,1,0,1,343,1,2.9835,4093.00532194,1372.5452729814,5
"34669",34669,2760801212,1,4,1,47,8,2,2,0,0,19513.26,0,2,0,0,0,2,0.693147180559945,0,1,1,1,0,0,1,0,2,0,0,0,0,1,0,2,0,1,0,1,0,1,1,1,1,1,343,1,1.989,5425.90837429,2728.45519069382,5
"34670",34670,2760801213,1,4,2,35,5,7,6,0,0,34243.85,1,6,0,0.166666666666667,1,7,1.94591014905531,0,0,2,1,0,0,0,0,7,0,1,0,0,0,0,2,0,1,0,1,0,1,1,0,1,1,343,1,5.5825,10150.02299042,1819.00680527004,2
"34671",34671,2760801214,1,4,1,56,3,3,2,1,0,9728.6,0,2,0,0,0,2,0.693147180559945,0,0,0,2,0,0,1,0,3,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,343,1,2.9835,2387.7620488,800.987279638009,5
"34672",34672,2760801215,1,4,1,29,6,4,2,0,0,6346.13,2,2,0,1,1,4,1.38629436111989,1,0,0,2,0,0,0,0,4,0,1,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,343,1,3.4303,1341.84268486,391.882046718946,3
"34673",34673,2760801216,1,4,1,41,6,4,3,0,0,15682.18,1,3,0,0.333333333333333,2,4,1.38629436111989,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,4,0,1,0,1,0,1,1,0,1,1,343,1,3.6866,3871.32741408,1050.83654697553,1
"34674",34674,2760801217,1,4,1,56,3,3,3,0,0,18267.04,0,3,0,0,0,3,1.09861228866811,0,1,2,0,0,0,0,0,3,2,0,0,0,1,0,4,0,1,0,1,0,1,1,1,1,1,343,1,2.9835,5045.07119839,1691.6556723278,1
"34675",34675,2760801218,1,4,1,78,3,2,1,1,0,6720.17,0,1,1,1,0,2,0.693147180559945,1,0,0,1,0,0,1,1,2,0,0,0,0,1,0,4,0,1,0,1,0,1,1,0,1,1,343,1,1.989,1456.49920399,732.774360980392,5
"34676",34676,2760801219,1,4,1,47,4,4,4,0,0,10601.57,0,4,0,0,2,4,1.38629436111989,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,4,0,1,0,1,0,1,1,1,1,1,343,1,3.4004,2420.34545247,712.488487375015,1
"34677",34677,2760801220,1,4,1,69,3,3,2,1,0,8849.75,0,2,1,0.5,2,3,1.09861228866811,0,0,0,1,0,1,0,0,3,0,1,0,0,1,0,4,0,1,0,1,0,1,1,1,1,1,343,1,2.9835,1539.99891807,516.836741434557,1
"34678",34678,2760801306,1,4,1,36,3,1,1,0,0,8497.14,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,343,1,1,2038.9893082,2038.9893082,5
"34679",34679,2760801307,1,4,1,54,3,1,1,0,0,10958.12,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,343,1,1,2659.66455661,2659.66455661,5
"34680",34680,2760801308,1,4,1,53,6,7,5,0,0,17627.48,2,5,0,0.4,3,7,1.94591014905531,0,0,1,1,0,0,0,0,6,2,1,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,343,1,5.8362,4558.93467847,781.976436460368,2
"34681",34681,2760801309,1,4,1,38,3,6,4,0,0,12191.78,2,4,0,0.5,3,6,1.79175946922805,0,0,1,0,0,1,1,1,6,0,0,0,0,1,0,2,0,1,0,1,0,1,1,1,0,1,343,1,4.9093,2814.74807275,574.146491913307,2
"34682",34682,2760801310,1,4,1,52,6,3,3,0,0,7496.84,0,3,0,0,0,3,1.09861228866811,1,0,1,1,1,1,1,1,3,0,1,0,0,1,0,3,0,1,0,1,0,1,1,1,0,1,343,1,2.9835,1291.36938357,433.501888241998,1
"34683",34683,2760801921,1,4,1,68,3,2,1,1,0,10094.39,0,1,1,1,0,2,0.693147180559945,1,0,0,2,0,1,0,0,2,0,1,0,0,1,0,3,0,1,0,1,0,1,1,1,0,1,343,1,1.989,2142.60206185,1077.72300746606,5
"34684",34684,2760801922,1,4,1,34,6,3,3,0,0,15888.06,0,3,0,0,1,3,1.09861228866811,0,1,0,2,0,1,1,1,3,0,1,0,0,1,0,5,0,1,0,1,0,1,1,1,1,0,343,1,2.7272,3405.38037776,1249.30609334116,1
"34685",34685,2760801923,1,4,1,59,3,3,3,0,0,16809.3,0,3,0,0,1,3,1.09861228866811,0,0,1,2,1,1,0,1,3,0,1,0,0,1,0,3,0,1,0,1,0,1,1,1,1,1,343,1,2.7272,4254.88125287,1560.79805400044,1
"34686",34686,2760801924,1,4,1,63,1,4,4,0,0,10270.48,0,4,0,0,2,4,1.38629436111989,1,0,2,2,1,1,0,1,4,0,1,0,0,1,0,5,0,1,0,1,0,1,1,0,1,1,343,1,3.978,2201.14568497,554.078352179487,1
"34687",34687,2760801925,1,4,1,57,1,5,5,0,0,14337.11,0,5,0,0,3,5,1.6094379124341,1,1,3,2,2,0,0,1,5,0,1,0,0,1,0,4,0,1,0,1,0,1,1,1,0,1,343,1,4.9725,3507.22001594,706.122175151332,2
"34688",34688,2760813401,1,4,1,34,8,6,2,1,0,26936.23,2,2,1,1.5,1,5,1.6094379124341,0,0,1,1,0,1,1,1,5,1,0,0,0,1,0,3,0,1,0,0,0,1,1,1,1,1,485,1,5.163,7574.40095412,1467.86053730777,3
"34689",34689,2760813402,1,4,2,37,3,8,3,0,0,23013.68,5,3,0,1.66666666666667,1,8,2.07944154167984,1,0,2,0,0,1,1,1,8,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,485,1,5.9916,6663.00237633,1112.89037591461,2
"34690",34690,2760813403,1,4,1,40,4,3,2,0,0,26581.88,1,2,0,0.5,1,3,1.09861228866811,1,0,1,0,0,1,1,1,2,0,0,0,0,1,0,3,0,1,0,0,0,1,1,1,1,1,485,1,2.7272,7475.63285556,2741.77180095336,5
"34691",34691,2760813404,1,4,1,67,1,2,1,1,0,7885.36,0,1,1,1,0,2,0.693147180559945,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,485,1,1.989,1777.98197556,894.40471370538,5
"34692",34692,2760813405,1,4,1,48,1,2,2,0,0,8737.1,0,2,0,0,1,2,0.693147180559945,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,3,0,1,0,1,1,1,1,1,1,1,485,1,1.989,2101.18730528,1056.90110873806,5
"34693",34693,2760813406,1,4,2,73,1,4,3,1,0,25932.2,0,3,1,0.333333333333333,1,4,1.38629436111989,0,0,2,0,0,0,0,1,2,0,0,0,0,1,0,3,0,1,0,0,0,1,1,0,1,0,485,1,3.6892,7549.09463754,2046.99767904695,1
"34694",34694,2760813507,1,4,1,57,4,5,4,0,0,20841.01,1,4,0,0.25,2,5,1.6094379124341,1,0,2,0,0,1,1,1,5,0,0,0,0,1,0,2,0,1,0,1,0,1,1,1,1,1,485,1,4.6811,5800.97040901,1240.0186941125,3
"34695",34695,2760813508,1,4,2,30,6,1,1,0,0,14504.27,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,485,1,1,3211.51492038,3211.51492038,5
"34696",34696,2760813509,1,4,1,37,6,4,3,0,0,13810.79,1,3,0,0.333333333333333,1,4,1.38629436111989,0,1,1,0,0,1,1,1,3,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,485,1,3.4329,3341.61260216,974.116782358938,3
"34697",34697,2760813511,1,4,1,31,8,4,3,0,183.42,21911.04,1,3,0,0.333333333333333,2,4,1.38629436111989,0,1,1,0,0,1,1,1,4,0,0,0,1,1,0,2,0,1,0,0,0,1,1,1,1,0,485,1,3.4654,5098.10407333,1471.8559108126,3
"34698",34698,2760813512,1,4,1,39,4,9,7,0,0,52849.6,1,7,0,0.142857142857143,2,8,2.07944154167984,0,1,3,1,0,1,1,0,9,0,1,0,0,1,0,3,0,1,0,1,0,1,1,1,1,1,485,1,7.5364,15766.73522808,2092.94512341171,2
"34699",34699,2760813613,1,4,1,40,3,5,4,0,0,25778.87,1,4,0,0.25,3,5,1.6094379124341,0,0,1,0,0,1,0,1,5,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,485,1,4.1386,7536.29919462,1821.73628633354,3
"34700",34700,2760813614,1,4,1,23,4,3,2,0,0,20328.91,1,2,0,0.5,1,3,1.09861228866811,1,0,2,0,0,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,485,1,2.6921,4837.79049153,1797.66078211433,3
"34701",34701,2760813615,1,4,1,34,6,2,2,0,0,44097.09,0,2,0,0,1,2,0.693147180559945,0,0,1,1,0,1,0,1,1,2,0,0,0,1,0,4,0,1,0,0,0,1,1,0,1,0,485,1,1.989,12946.60219389,6509.59838807944,5
"34702",34702,2760813616,1,4,1,34,4,4,3,0,0,28788.05,1,3,0,0.333333333333333,2,4,1.38629436111989,1,0,2,0,1,1,0,0,4,0,0,0,0,1,0,4,0,1,0,0,0,1,1,0,1,1,485,1,3.4329,8086.17442192,2356.20242999213,1
"34703",34703,2760813617,1,4,1,54,3,1,1,0,0,12821,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,485,1,1,3450.23614804,3450.23614804,5
"34704",34704,2760813618,1,4,2,34,6,2,2,0,0,17962.02,0,2,0,0,1,2,0.693147180559945,0,0,2,0,0,1,1,1,2,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,485,1,1.989,4180.93109023,2102.52392671192,5
"34705",34705,2760813719,1,4,2,60,3,5,3,0,0,38961.46,2,3,0,0.666666666666667,2,5,1.6094379124341,0,0,1,2,0,1,1,1,5,2,1,0,0,1,0,3,0,1,0,0,1,1,1,1,1,1,485,1,4.4248,11953.42216324,2702.23444296691,3
"34706",34706,2760813720,1,4,2,61,4,2,2,0,0,6841.39,0,2,0,0,1,2,0.693147180559945,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,4,0,1,0,1,0,1,1,1,1,1,485,1,1.989,1498.46657884,753.874096953243,5
"34707",34707,2760813721,1,4,1,71,8,8,5,1,0,47227.79,2,5,1,0.6,1,8,2.07944154167984,0,0,3,0,0,1,1,1,6,4,0,0,0,1,0,5,0,1,0,0,0,1,1,1,1,0,485,1,7.0844,13925.77368194,1966.55441278584,2
"34708",34708,2760813722,1,4,1,47,4,5,4,0,0,37354.03,1,4,0,0.25,1,5,1.6094379124341,0,0,2,1,0,1,1,1,4,1,0,0,0,1,0,4,0,1,0,1,0,1,1,1,1,1,485,1,4.4274,10838.14756725,2448.7453058793,1
"34709",34709,2760813723,1,4,1,28,6,4,2,0,0,19593.06,2,2,0,1,1,4,1.38629436111989,0,0,1,0,0,1,0,1,4,0,0,0,0,1,0,3,0,1,0,1,0,1,1,0,1,1,485,1,3.4303,5350.48191268,1560.47932037431,3
"34710",34710,2760813724,1,4,1,27,6,5,2,0,0,17653.95,3,2,0,1.5,1,5,1.6094379124341,0,1,1,0,0,1,1,1,0,5,0,0,0,1,0,3,0,0,0,0,0,1,1,1,1,1,485,1,4.1685,4612.49838872,1107.27285323738,4
"34711",34711,2760869016,1,4,2,50,6,1,1,0,0,9990.58,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,339,1,1,1703.05323047,1703.05323047,5
"34712",34712,2760869211,1,4,2,71,1,2,0,1,0,7974.11,1,0,1,0,0,2,0.693147180559945,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,2,0,1,0,0,1,1,1,1,1,1,339,1,1.7327,937.93475439,541.736858307843,5
"34713",34713,2760869212,1,4,1,29,6,3,2,0,0,22127.48,1,2,0,0.5,1,3,1.09861228866811,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,1,1,1,1,339,1,2.7272,5307.52131149,1946.77636824949,5
"34714",34714,2760869214,1,4,1,49,3,4,4,0,0,14182.43,0,4,0,0,3,4,1.38629436111989,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,1,1,339,1,3.7217,3744.56928223,1006.87615396996,1
"34715",34715,2760869215,1,4,1,33,10,2,2,0,0,38990.55,0,2,0,0,1,2,0.693147180559945,0,0,2,0,1,1,1,1,1,2,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,339,1,1.989,11421.19731151,5742.67788411765,5
"34716",34716,2760869221,1,4,1,21,3,2,2,0,0,20470.59,0,2,0,0,1,2,0.693147180559945,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,339,1,1.989,5282.05835516,2656.13240581197,5
"34717",34717,2760869223,1,4,1,83,3,3,2,1,0,7418.95,0,2,1,0.5,0,3,1.09861228866811,0,0,1,0,0,0,1,1,3,0,0,0,0,1,0,3,0,1,0,1,0,1,1,1,1,1,339,1,2.6947,1500.37598536,557.41666432627,5
